planned_start_time,actual_start_time,gtfs_ride_id
2026-07-13T03:35:00+00:00,2026-07-13T03:35:00+00:00,150297075.0
2026-07-13T04:30:00+00:00,2026-07-13T04:30:00+00:00,150300554.0
2026-07-13T05:25:00+00:00,2026-07-13T05:25:00+00:00,150300557.0
2026-07-13T06:20:00+00:00,2026-07-13T06:20:00+00:00,150386152.0
2026-07-13T07:00:00+00:00,2026-07-13T07:00:00+00:00,150297080.0
2026-07-13T07:15:00+00:00,2026-07-13T07:15:00+00:00,150386153.0
2026-07-13T08:30:00+00:00,2026-07-13T08:30:00+00:00,150300560.0
2026-07-13T09:25:00+00:00,2026-07-13T09:25:00+00:00,150297078.0
2026-07-13T10:45:00+00:00,2026-07-13T10:45:00+00:00,150300555.0
2026-07-13T11:40:00+00:00,2026-07-13T11:40:00+00:00,150297077.0
2026-07-13T12:35:00+00:00,2026-07-13T12:35:00+00:00,150294961.0
2026-07-13T13:30:00+00:00,2026-07-13T13:30:00+00:00,150397576.0
2026-07-13T14:25:00+00:00,2026-07-13T14:25:00+00:00,150297079.0
2026-07-13T15:20:00+00:00,2026-07-13T15:20:00+00:00,150297076.0
2026-07-13T16:15:00+00:00,2026-07-13T16:15:00+00:00,150294846.0
2026-07-13T17:10:00+00:00,2026-07-13T17:10:00+00:00,150294960.0
2026-07-13T18:05:00+00:00,2026-07-13T18:05:00+00:00,150297803.0
2026-07-13T19:00:00+00:00,2026-07-13T19:00:00+00:00,150300556.0
,2026-07-12T21:11:00+00:00,
,2026-07-13T02:43:00+00:00,
,2026-07-13T05:09:00+00:00,
