planned_start_time,actual_start_time,gtfs_ride_id
2026-08-18T03:00:00+00:00,2026-08-18T03:00:00+00:00,154203974.0
2026-08-18T03:20:00+00:00,2026-08-18T03:20:00+00:00,154204071.0
2026-08-18T03:40:00+00:00,2026-08-18T03:40:00+00:00,154209256.0
2026-08-18T04:00:00+00:00,2026-08-18T04:00:00+00:00,154207706.0
2026-08-18T04:20:00+00:00,2026-08-18T04:20:00+00:00,154204068.0
2026-08-18T04:40:00+00:00,2026-08-18T04:40:00+00:00,154205899.0
2026-08-18T05:00:00+00:00,2026-08-18T05:00:00+00:00,154214071.0
2026-08-18T05:20:00+00:00,2026-08-18T05:20:00+00:00,154208814.0
2026-08-18T05:40:00+00:00,2026-08-18T05:40:00+00:00,154291829.0
2026-08-18T06:00:00+00:00,2026-08-18T06:00:00+00:00,154205898.0
2026-08-18T06:20:00+00:00,2026-08-18T06:20:00+00:00,154205900.0
2026-08-18T06:40:00+00:00,2026-08-18T06:40:00+00:00,154209258.0
2026-08-18T07:00:00+00:00,2026-08-18T07:00:00+00:00,154203975.0
2026-08-18T07:20:00+00:00,2026-08-18T07:20:00+00:00,154204072.0
2026-08-18T07:40:00+00:00,2026-08-18T07:40:00+00:00,154205901.0
2026-08-18T08:00:00+00:00,2026-08-18T08:00:00+00:00,154208817.0
2026-08-18T08:20:00+00:00,2026-08-18T08:20:00+00:00,154209262.0
2026-08-18T08:40:00+00:00,2026-08-18T08:40:00+00:00,154203978.0
2026-08-18T09:00:00+00:00,2026-08-18T09:00:00+00:00,154291831.0
2026-08-18T09:20:00+00:00,2026-08-18T09:20:00+00:00,154204070.0
2026-08-18T09:40:00+00:00,2026-08-18T09:40:00+00:00,154214072.0
2026-08-18T10:00:00+00:00,2026-08-18T10:00:00+00:00,154209255.0
2026-08-18T10:20:00+00:00,2026-08-18T10:20:00+00:00,154208815.0
2026-08-18T10:40:00+00:00,2026-08-18T10:40:00+00:00,154208816.0
2026-08-18T11:00:00+00:00,2026-08-18T11:00:00+00:00,154207704.0
2026-08-18T11:20:00+00:00,2026-08-18T11:20:00+00:00,154209257.0
2026-08-18T11:40:00+00:00,2026-08-18T11:40:00+00:00,154203976.0
2026-08-18T12:00:00+00:00,2026-08-18T12:00:00+00:00,154207705.0
2026-08-18T12:20:00+00:00,2026-08-18T12:20:00+00:00,154208819.0
2026-08-18T12:40:00+00:00,2026-08-18T12:40:00+00:00,154291832.0
2026-08-18T13:00:00+00:00,2026-08-18T13:00:00+00:00,154205902.0
2026-08-18T13:20:00+00:00,2026-08-18T13:20:00+00:00,154208818.0
2026-08-18T13:40:00+00:00,2026-08-18T13:40:00+00:00,154205904.0
2026-08-18T14:00:00+00:00,2026-08-18T14:00:00+00:00,154203977.0
2026-08-18T14:20:00+00:00,2026-08-18T14:20:00+00:00,154209260.0
2026-08-18T14:40:00+00:00,2026-08-18T14:40:00+00:00,154207708.0
2026-08-18T15:00:00+00:00,2026-08-18T15:00:00+00:00,154207707.0
2026-08-18T15:20:00+00:00,2026-08-18T15:20:00+00:00,154214075.0
2026-08-18T15:40:00+00:00,2026-08-18T15:40:00+00:00,154209261.0
2026-08-18T16:00:00+00:00,2026-08-18T16:00:00+00:00,154209259.0
2026-08-18T16:20:00+00:00,2026-08-18T16:20:00+00:00,154214076.0
2026-08-18T16:40:00+00:00,2026-08-18T16:40:00+00:00,154204069.0
2026-08-18T17:00:00+00:00,2026-08-18T17:00:00+00:00,154214074.0
2026-08-18T17:30:00+00:00,2026-08-18T17:30:00+00:00,154209263.0
2026-08-18T18:00:00+00:00,2026-08-18T18:00:00+00:00,154205903.0
2026-08-18T18:30:00+00:00,2026-08-18T18:30:00+00:00,154208820.0
2026-08-18T19:00:00+00:00,2026-08-18T19:00:00+00:00,154291830.0
2026-08-18T20:00:00+00:00,2026-08-18T20:00:00+00:00,154214073.0
,2026-08-18T04:23:00+00:00,
,2026-08-18T18:55:00+00:00,
