planned_start_time,actual_start_time,gtfs_ride_id
2026-06-29T02:00:00+00:00,2026-06-29T02:00:00+00:00,148809929.0
2026-06-29T02:30:00+00:00,2026-06-29T02:30:00+00:00,148816056.0
2026-06-29T03:00:00+00:00,2026-06-29T03:00:00+00:00,148816057.0
2026-06-29T03:30:00+00:00,2026-06-29T03:30:00+00:00,148816061.0
2026-06-29T04:00:00+00:00,2026-06-29T04:00:00+00:00,148808491.0
2026-06-29T04:25:00+00:00,2026-06-29T04:25:00+00:00,148810238.0
2026-06-29T05:05:00+00:00,2026-06-29T05:05:00+00:00,148810598.0
2026-06-29T05:30:00+00:00,2026-06-29T05:30:00+00:00,148816062.0
2026-06-29T06:05:00+00:00,2026-06-29T06:05:00+00:00,148816063.0
2026-06-29T06:35:00+00:00,2026-06-29T06:35:00+00:00,148810239.0
2026-06-29T07:00:00+00:00,2026-06-29T07:00:00+00:00,148810236.0
2026-06-29T07:30:00+00:00,2026-06-29T07:30:00+00:00,148810599.0
2026-06-29T08:00:00+00:00,2026-06-29T08:00:00+00:00,148813999.0
2026-06-29T08:30:00+00:00,2026-06-29T08:30:00+00:00,148810237.0
2026-06-29T09:00:00+00:00,2026-06-29T09:00:00+00:00,148915329.0
2026-06-29T10:05:00+00:00,2026-06-29T10:05:00+00:00,148915330.0
2026-06-29T10:30:00+00:00,2026-06-29T10:30:00+00:00,148814000.0
2026-06-29T11:05:00+00:00,2026-06-29T11:05:00+00:00,148814002.0
2026-06-29T11:30:00+00:00,2026-06-29T11:30:00+00:00,148816058.0
2026-06-29T12:00:00+00:00,2026-06-29T12:00:00+00:00,148816060.0
2026-06-29T12:30:00+00:00,2026-06-29T12:30:00+00:00,148810600.0
2026-06-29T13:00:00+00:00,2026-06-29T13:00:00+00:00,148809931.0
2026-06-29T13:25:00+00:00,2026-06-29T13:25:00+00:00,148809932.0
2026-06-29T14:30:00+00:00,2026-06-29T14:30:00+00:00,148814001.0
2026-06-29T15:05:00+00:00,2026-06-29T15:05:00+00:00,148809933.0
2026-06-29T16:00:00+00:00,2026-06-29T16:00:00+00:00,148808492.0
2026-06-29T17:05:00+00:00,2026-06-29T17:05:00+00:00,148814003.0
2026-06-29T18:00:00+00:00,2026-06-29T18:00:00+00:00,148809930.0
2026-06-29T19:05:00+00:00,2026-06-29T19:05:00+00:00,148808899.0
2026-06-29T20:00:00+00:00,2026-06-29T20:00:00+00:00,148816059.0
,2026-06-29T02:15:00+00:00,
,2026-06-29T02:40:00+00:00,
,2026-06-29T04:35:00+00:00,
,2026-06-29T05:37:00+00:00,
