planned_start_time,actual_start_time,gtfs_ride_id
2026-07-07T03:00:00+00:00,2026-07-07T03:00:00+00:00,149833328.0
2026-07-07T03:30:00+00:00,2026-07-07T03:30:00+00:00,149813280.0
2026-07-07T04:00:00+00:00,2026-07-07T04:00:00+00:00,149813281.0
2026-07-07T04:20:00+00:00,2026-07-07T04:20:00+00:00,149758139.0
2026-07-07T04:40:00+00:00,2026-07-07T04:40:00+00:00,149813284.0
2026-07-07T05:00:00+00:00,2026-07-07T05:00:00+00:00,149754826.0
2026-07-07T05:20:00+00:00,2026-07-07T05:20:00+00:00,149758140.0
2026-07-07T05:40:00+00:00,2026-07-07T05:40:00+00:00,149813285.0
2026-07-07T06:00:00+00:00,2026-07-07T06:00:00+00:00,149847527.0
2026-07-07T06:20:00+00:00,2026-07-07T06:20:00+00:00,149817380.0
2026-07-07T06:40:00+00:00,2026-07-07T06:40:00+00:00,149817381.0
2026-07-07T07:00:00+00:00,2026-07-07T07:00:00+00:00,149817393.0
2026-07-07T07:20:00+00:00,2026-07-07T07:20:00+00:00,149817382.0
2026-07-07T07:40:00+00:00,2026-07-07T07:40:00+00:00,149847520.0
2026-07-07T08:00:00+00:00,2026-07-07T08:00:00+00:00,149758141.0
2026-07-07T08:20:00+00:00,2026-07-07T08:20:00+00:00,149758136.0
2026-07-07T08:40:00+00:00,2026-07-07T08:40:00+00:00,149754812.0
2026-07-07T09:00:00+00:00,2026-07-07T09:00:00+00:00,149817394.0
2026-07-07T09:20:00+00:00,2026-07-07T09:20:00+00:00,149754813.0
2026-07-07T09:40:00+00:00,2026-07-07T09:40:00+00:00,149754814.0
2026-07-07T10:00:00+00:00,2026-07-07T10:00:00+00:00,149847528.0
2026-07-07T10:00:00+00:00,2026-07-07T10:00:00+00:00,149847528.0
2026-07-07T10:20:00+00:00,2026-07-07T10:20:00+00:00,149754815.0
2026-07-07T10:40:00+00:00,2026-07-07T10:40:00+00:00,149814779.0
2026-07-07T11:00:00+00:00,2026-07-07T11:00:00+00:00,149754827.0
2026-07-07T11:20:00+00:00,2026-07-07T11:20:00+00:00,149817383.0
2026-07-07T11:40:00+00:00,2026-07-07T11:40:00+00:00,149847521.0
2026-07-07T12:00:00+00:00,2026-07-07T12:00:00+00:00,149817395.0
2026-07-07T12:20:00+00:00,2026-07-07T12:20:00+00:00,149758137.0
2026-07-07T12:40:00+00:00,2026-07-07T12:40:00+00:00,149833326.0
2026-07-07T13:00:00+00:00,2026-07-07T13:00:00+00:00,149813286.0
2026-07-07T13:20:00+00:00,2026-07-07T13:20:00+00:00,149817384.0
2026-07-07T13:40:00+00:00,,149814780.0
2026-07-07T14:00:00+00:00,2026-07-07T14:00:00+00:00,149813278.0
2026-07-07T14:20:00+00:00,2026-07-07T14:20:00+00:00,149847522.0
2026-07-07T14:40:00+00:00,2026-07-07T14:40:00+00:00,149817391.0
2026-07-07T15:00:00+00:00,2026-07-07T15:00:00+00:00,149758138.0
2026-07-07T15:20:00+00:00,2026-07-07T15:20:00+00:00,149847523.0
2026-07-07T15:40:00+00:00,2026-07-07T15:40:00+00:00,149817392.0
2026-07-07T16:00:00+00:00,2026-07-07T16:00:00+00:00,149814781.0
2026-07-07T16:30:00+00:00,2026-07-07T16:30:00+00:00,149833327.0
2026-07-07T17:00:00+00:00,2026-07-07T17:00:00+00:00,149847524.0
2026-07-07T17:30:00+00:00,2026-07-07T17:30:00+00:00,149847525.0
2026-07-07T18:00:00+00:00,2026-07-07T18:00:00+00:00,149847526.0
2026-07-07T18:30:00+00:00,2026-07-07T18:30:00+00:00,149813279.0
2026-07-07T19:00:00+00:00,2026-07-07T19:00:00+00:00,149754818.0
2026-07-07T20:00:00+00:00,2026-07-07T20:00:00+00:00,149754825.0
,2026-07-07T05:01:00+00:00,
,2026-07-07T19:30:00+00:00,
,2026-07-07T19:50:00+00:00,
