planned_start_time,actual_start_time,gtfs_ride_id
2026-07-19T03:00:00+00:00,2026-07-19T03:00:00+00:00,151089204
2026-07-19T03:30:00+00:00,2026-07-19T03:30:00+00:00,151089205
2026-07-19T04:00:00+00:00,2026-07-19T04:00:00+00:00,151039378
2026-07-19T04:30:00+00:00,2026-07-19T04:30:00+00:00,151043070
2026-07-19T05:15:00+00:00,2026-07-19T05:15:00+00:00,151046011
2026-07-19T06:15:00+00:00,2026-07-19T06:15:00+00:00,151089206
2026-07-19T07:15:00+00:00,2026-07-19T07:15:00+00:00,151054897
2026-07-19T08:15:00+00:00,2026-07-19T08:15:00+00:00,151039074
2026-07-19T09:15:00+00:00,2026-07-19T09:15:00+00:00,151046010
2026-07-19T10:15:00+00:00,2026-07-19T10:15:00+00:00,151037114
2026-07-19T11:15:00+00:00,2026-07-19T11:15:00+00:00,151089207
2026-07-19T12:15:00+00:00,2026-07-19T12:15:00+00:00,151039396
2026-07-19T13:15:00+00:00,,151039395
2026-07-19T14:15:00+00:00,2026-07-19T14:15:00+00:00,151039379
2026-07-19T15:15:00+00:00,2026-07-19T15:15:00+00:00,151039075
2026-07-19T16:15:00+00:00,2026-07-19T16:15:00+00:00,151042156
2026-07-19T17:15:00+00:00,2026-07-19T17:15:00+00:00,151054898
