planned_start_time,actual_start_time,gtfs_ride_id
2026-08-05T04:00:00+00:00,2026-08-05T04:00:00+00:00,153045329.0
2026-08-05T05:00:00+00:00,2026-08-05T05:00:00+00:00,152967781.0
2026-08-05T05:00:00+00:00,2026-08-05T05:00:00+00:00,152967781.0
2026-08-05T05:00:00+00:00,2026-08-05T05:00:00+00:00,152967781.0
2026-08-05T06:30:00+00:00,2026-08-05T06:30:00+00:00,152966092.0
2026-08-05T08:00:00+00:00,2026-08-05T08:00:00+00:00,152967732.0
2026-08-05T09:00:00+00:00,2026-08-05T09:00:00+00:00,152967072.0
2026-08-05T10:00:00+00:00,2026-08-05T10:00:00+00:00,152967073.0
2026-08-05T11:00:00+00:00,2026-08-05T11:00:00+00:00,152967656.0
2026-08-05T12:00:00+00:00,2026-08-05T12:00:00+00:00,152967074.0
2026-08-05T14:00:00+00:00,2026-08-05T14:00:00+00:00,152969353.0
2026-08-05T16:00:00+00:00,2026-08-05T16:00:00+00:00,152963983.0
2026-08-05T18:15:00+00:00,2026-08-05T18:15:00+00:00,152969354.0
,2026-08-05T08:45:00+00:00,
