service_date,cluster,operator_ref,route_short_name,route_mkt,route_direction,route_alternative,exclusion_treatment,exclusion_name,status,selected_line_ref,csv_path,html_path,planned_rides,actual_rides,matched_rides,missing_actual_start,null_gtfs_ride_id_rate,error_type,error_message
2026-06-30,שרון,15,1,56001,3,#,normal,,ok,7698,data/output/reliability/line_reliability_2026-06-30_op_15_line_7698.csv,data/output/reliability/line_reliability_2026-06-30_op_15_line_7698.html,28.0,28.0,26.0,0.0,0.07142857142857142,,
2026-06-30,שרון,15,1,57001,1,#,normal,,ok,7817,data/output/reliability/line_reliability_2026-06-30_op_15_line_7817.csv,data/output/reliability/line_reliability_2026-06-30_op_15_line_7817.html,56.0,56.0,50.0,0.0,0.10714285714285714,,
2026-06-30,שרון,15,1,57001,2,#,normal,,ok,7819,data/output/reliability/line_reliability_2026-06-30_op_15_line_7819.csv,data/output/reliability/line_reliability_2026-06-30_op_15_line_7819.html,49.0,48.0,47.0,1.0,0.02040816326530612,,
2026-06-30,שרון,15,1,60001,2,1,normal,,ok,7828,data/output/reliability/line_reliability_2026-06-30_op_15_line_7828.csv,data/output/reliability/line_reliability_2026-06-30_op_15_line_7828.html,1.0,1.0,1.0,0.0,0.0,,
2026-06-30,שרון,15,1,60001,3,1,normal,,ok,7831,data/output/reliability/line_reliability_2026-06-30_op_15_line_7831.csv,data/output/reliability/line_reliability_2026-06-30_op_15_line_7831.html,35.0,35.0,34.0,0.0,0.02857142857142857,,
2026-06-30,שרון,15,1,60001,3,2,normal,,ok,15405,data/output/reliability/line_reliability_2026-06-30_op_15_line_15405.csv,data/output/reliability/line_reliability_2026-06-30_op_15_line_15405.html,5.0,5.0,4.0,0.0,0.2,,
2026-06-30,שרון,15,1,60001,3,3,normal,,error,,,,,,,,,LineSelectionError,No line_ref candidates matched the requested date/operator/route identity
2026-06-30,שרון,15,1,60001,3,4,normal,,ok,16802,data/output/reliability/line_reliability_2026-06-30_op_15_line_16802.csv,data/output/reliability/line_reliability_2026-06-30_op_15_line_16802.html,1.0,1.0,1.0,0.0,0.0,,
2026-06-30,שרון,15,1,60001,3,5,normal,,error,,,,,,,,,LineSelectionError,No line_ref candidates matched the requested date/operator/route identity
2026-06-30,שרון,15,10,26010,1,#,normal,,ok,7878,data/output/reliability/line_reliability_2026-06-30_op_15_line_7878.csv,data/output/reliability/line_reliability_2026-06-30_op_15_line_7878.html,54.0,54.0,49.0,0.0,0.09259259259259259,,
2026-06-30,שרון,15,10,26010,2,#,normal,,ok,7879,data/output/reliability/line_reliability_2026-06-30_op_15_line_7879.csv,data/output/reliability/line_reliability_2026-06-30_op_15_line_7879.html,52.0,52.0,49.0,0.0,0.057692307692307696,,
2026-06-30,שרון,15,11,35011,1,#,normal,,ok,7881,data/output/reliability/line_reliability_2026-06-30_op_15_line_7881.csv,data/output/reliability/line_reliability_2026-06-30_op_15_line_7881.html,41.0,41.0,37.0,0.0,0.0975609756097561,,
2026-06-30,שרון,15,11,35011,2,#,normal,,ok,7883,data/output/reliability/line_reliability_2026-06-30_op_15_line_7883.csv,data/output/reliability/line_reliability_2026-06-30_op_15_line_7883.html,39.0,39.0,35.0,0.0,0.10256410256410256,,
2026-06-30,שרון,15,112,16112,1,#,normal,,ok,41216,data/output/reliability/line_reliability_2026-06-30_op_15_line_41216.csv,data/output/reliability/line_reliability_2026-06-30_op_15_line_41216.html,14.0,14.0,13.0,0.0,0.07142857142857142,,
2026-06-30,שרון,15,112,16112,2,#,normal,,ok,41217,data/output/reliability/line_reliability_2026-06-30_op_15_line_41217.csv,data/output/reliability/line_reliability_2026-06-30_op_15_line_41217.html,13.0,12.0,11.0,1.0,0.07692307692307693,,
2026-06-30,שרון,15,118,11118,1,#,normal,,ok,10849,data/output/reliability/line_reliability_2026-06-30_op_15_line_10849.csv,data/output/reliability/line_reliability_2026-06-30_op_15_line_10849.html,21.0,21.0,20.0,0.0,0.047619047619047616,,
2026-06-30,שרון,15,118,11118,2,#,normal,,ok,10851,data/output/reliability/line_reliability_2026-06-30_op_15_line_10851.csv,data/output/reliability/line_reliability_2026-06-30_op_15_line_10851.html,23.0,23.0,19.0,0.0,0.17391304347826086,,
2026-06-30,שרון,15,12,56012,1,#,normal,,ok,41212,data/output/reliability/line_reliability_2026-06-30_op_15_line_41212.csv,data/output/reliability/line_reliability_2026-06-30_op_15_line_41212.html,49.0,49.0,46.0,0.0,0.061224489795918366,,
2026-06-30,שרון,15,12,56012,2,#,normal,,ok,41213,data/output/reliability/line_reliability_2026-06-30_op_15_line_41213.csv,data/output/reliability/line_reliability_2026-06-30_op_15_line_41213.html,51.0,51.0,46.0,0.0,0.09803921568627451,,
2026-06-30,שרון,15,13,40013,1,#,normal,,ok,40490,data/output/reliability/line_reliability_2026-06-30_op_15_line_40490.csv,data/output/reliability/line_reliability_2026-06-30_op_15_line_40490.html,48.0,46.0,44.0,2.0,0.041666666666666664,,
2026-06-30,שרון,15,13,40013,2,#,normal,,ok,40491,data/output/reliability/line_reliability_2026-06-30_op_15_line_40491.csv,data/output/reliability/line_reliability_2026-06-30_op_15_line_40491.html,57.0,57.0,48.0,0.0,0.15789473684210525,,
2026-06-30,שרון,15,139,15139,1,#,normal,,ok,15118,data/output/reliability/line_reliability_2026-06-30_op_15_line_15118.csv,data/output/reliability/line_reliability_2026-06-30_op_15_line_15118.html,1.0,1.0,1.0,0.0,0.0,,
2026-06-30,שרון,15,139,15139,2,#,normal,,ok,15119,data/output/reliability/line_reliability_2026-06-30_op_15_line_15119.csv,data/output/reliability/line_reliability_2026-06-30_op_15_line_15119.html,1.0,1.0,1.0,0.0,0.0,,
2026-06-30,שרון,15,14,51014,1,#,normal,,ok,41210,data/output/reliability/line_reliability_2026-06-30_op_15_line_41210.csv,data/output/reliability/line_reliability_2026-06-30_op_15_line_41210.html,49.0,48.0,46.0,1.0,0.04081632653061224,,
2026-06-30,שרון,15,14,51014,2,#,normal,,ok,41211,data/output/reliability/line_reliability_2026-06-30_op_15_line_41211.csv,data/output/reliability/line_reliability_2026-06-30_op_15_line_41211.html,49.0,48.0,45.0,1.0,0.061224489795918366,,
2026-06-30,שרון,15,14,52014,1,#,normal,,ok,20166,data/output/reliability/line_reliability_2026-06-30_op_15_line_20166.csv,data/output/reliability/line_reliability_2026-06-30_op_15_line_20166.html,57.0,57.0,53.0,0.0,0.07017543859649122,,
2026-06-30,שרון,15,14,52014,1,1,normal,,error,,,,,,,,,LineSelectionError,No line_ref candidates matched the requested date/operator/route identity
2026-06-30,שרון,15,14,52014,2,#,normal,,ok,20167,data/output/reliability/line_reliability_2026-06-30_op_15_line_20167.csv,data/output/reliability/line_reliability_2026-06-30_op_15_line_20167.html,54.0,54.0,52.0,0.0,0.037037037037037035,,
2026-06-30,שרון,15,14,52014,2,1,normal,,error,,,,,,,,,LineSelectionError,No line_ref candidates matched the requested date/operator/route identity
2026-06-30,שרון,15,147,13147,1,#,normal,,ok,7715,data/output/reliability/line_reliability_2026-06-30_op_15_line_7715.csv,data/output/reliability/line_reliability_2026-06-30_op_15_line_7715.html,8.0,8.0,7.0,0.0,0.125,,
2026-06-30,שרון,15,148,17148,1,#,normal,,ok,21697,data/output/reliability/line_reliability_2026-06-30_op_15_line_21697.csv,data/output/reliability/line_reliability_2026-06-30_op_15_line_21697.html,19.0,19.0,16.0,0.0,0.15789473684210525,,
2026-06-30,שרון,15,148,17148,2,#,normal,,ok,21698,data/output/reliability/line_reliability_2026-06-30_op_15_line_21698.csv,data/output/reliability/line_reliability_2026-06-30_op_15_line_21698.html,17.0,17.0,16.0,0.0,0.058823529411764705,,
2026-06-30,שרון,15,149,12149,1,#,normal,,ok,7716,data/output/reliability/line_reliability_2026-06-30_op_15_line_7716.csv,data/output/reliability/line_reliability_2026-06-30_op_15_line_7716.html,91.0,91.0,87.0,0.0,0.04395604395604396,,
2026-06-30,שרון,15,149,12149,2,#,normal,,ok,7719,data/output/reliability/line_reliability_2026-06-30_op_15_line_7719.csv,data/output/reliability/line_reliability_2026-06-30_op_15_line_7719.html,87.0,87.0,77.0,0.0,0.11494252873563218,,
2026-06-30,שרון,15,149,12149,2,1,normal,,ok,7720,data/output/reliability/line_reliability_2026-06-30_op_15_line_7720.csv,data/output/reliability/line_reliability_2026-06-30_op_15_line_7720.html,10.0,10.0,10.0,0.0,0.0,,
2026-06-30,שרון,15,15,69015,1,#,normal,,ok,16812,data/output/reliability/line_reliability_2026-06-30_op_15_line_16812.csv,data/output/reliability/line_reliability_2026-06-30_op_15_line_16812.html,52.0,52.0,48.0,0.0,0.07692307692307693,,
2026-06-30,שרון,15,15,69015,2,#,normal,,ok,16813,data/output/reliability/line_reliability_2026-06-30_op_15_line_16813.csv,data/output/reliability/line_reliability_2026-06-30_op_15_line_16813.html,53.0,53.0,48.0,0.0,0.09433962264150944,,
2026-06-30,שרון,15,17,24017,1,#,normal,,ok,7902,data/output/reliability/line_reliability_2026-06-30_op_15_line_7902.csv,data/output/reliability/line_reliability_2026-06-30_op_15_line_7902.html,23.0,23.0,22.0,0.0,0.043478260869565216,,
2026-06-30,שרון,15,17,24017,1,1,normal,,error,,,,,,,,,LineSelectionError,No line_ref candidates matched the requested date/operator/route identity
2026-06-30,שרון,15,17,24017,2,#,normal,,ok,7904,data/output/reliability/line_reliability_2026-06-30_op_15_line_7904.csv,data/output/reliability/line_reliability_2026-06-30_op_15_line_7904.html,22.0,22.0,21.0,0.0,0.045454545454545456,,
2026-06-30,שרון,15,17,24017,2,1,normal,,error,,,,,,,,,LineSelectionError,No line_ref candidates matched the requested date/operator/route identity
2026-06-30,שרון,15,17,45017,1,#,normal,,ok,41214,data/output/reliability/line_reliability_2026-06-30_op_15_line_41214.csv,data/output/reliability/line_reliability_2026-06-30_op_15_line_41214.html,43.0,43.0,37.0,0.0,0.13953488372093023,,
2026-06-30,שרון,15,17,45017,2,#,normal,,ok,41215,data/output/reliability/line_reliability_2026-06-30_op_15_line_41215.csv,data/output/reliability/line_reliability_2026-06-30_op_15_line_41215.html,41.0,41.0,37.0,0.0,0.0975609756097561,,
2026-06-30,שרון,15,18,25018,1,#,normal,,ok,21379,data/output/reliability/line_reliability_2026-06-30_op_15_line_21379.csv,data/output/reliability/line_reliability_2026-06-30_op_15_line_21379.html,7.0,7.0,7.0,0.0,0.0,,
2026-06-30,שרון,15,18,25018,2,#,normal,,ok,21380,data/output/reliability/line_reliability_2026-06-30_op_15_line_21380.csv,data/output/reliability/line_reliability_2026-06-30_op_15_line_21380.html,6.0,6.0,6.0,0.0,0.0,,
2026-06-30,שרון,15,19,21019,1,#,normal,,ok,7909,data/output/reliability/line_reliability_2026-06-30_op_15_line_7909.csv,data/output/reliability/line_reliability_2026-06-30_op_15_line_7909.html,5.0,5.0,5.0,0.0,0.0,,
2026-06-30,שרון,15,19,21019,2,#,normal,,ok,7911,data/output/reliability/line_reliability_2026-06-30_op_15_line_7911.csv,data/output/reliability/line_reliability_2026-06-30_op_15_line_7911.html,5.0,5.0,5.0,0.0,0.0,,
2026-06-30,שרון,15,19,48019,2,#,normal,,ok,20818,data/output/reliability/line_reliability_2026-06-30_op_15_line_20818.csv,data/output/reliability/line_reliability_2026-06-30_op_15_line_20818.html,56.0,56.0,52.0,0.0,0.07142857142857142,,
2026-06-30,שרון,15,2,46002,1,#,normal,,ok,7833,data/output/reliability/line_reliability_2026-06-30_op_15_line_7833.csv,data/output/reliability/line_reliability_2026-06-30_op_15_line_7833.html,2.0,2.0,1.0,0.0,0.5,,
2026-06-30,שרון,15,2,46002,3,#,normal,,ok,11850,data/output/reliability/line_reliability_2026-06-30_op_15_line_11850.csv,data/output/reliability/line_reliability_2026-06-30_op_15_line_11850.html,58.0,58.0,57.0,0.0,0.017241379310344827,,
2026-06-30,שרון,15,20,22020,3,#,normal,,ok,7913,data/output/reliability/line_reliability_2026-06-30_op_15_line_7913.csv,data/output/reliability/line_reliability_2026-06-30_op_15_line_7913.html,6.0,6.0,6.0,0.0,0.0,,
2026-06-30,שרון,15,21,27021,1,#,normal,,ok,21367,data/output/reliability/line_reliability_2026-06-30_op_15_line_21367.csv,data/output/reliability/line_reliability_2026-06-30_op_15_line_21367.html,28.0,28.0,27.0,0.0,0.03571428571428571,,
2026-06-30,שרון,15,21,27021,2,#,normal,,ok,21372,data/output/reliability/line_reliability_2026-06-30_op_15_line_21372.csv,data/output/reliability/line_reliability_2026-06-30_op_15_line_21372.html,25.0,25.0,25.0,0.0,0.0,,
2026-06-30,שרון,15,22,43022,1,#,normal,,ok,38751,data/output/reliability/line_reliability_2026-06-30_op_15_line_38751.csv,data/output/reliability/line_reliability_2026-06-30_op_15_line_38751.html,11.0,11.0,11.0,0.0,0.0,,
2026-06-30,שרון,15,22,43022,2,#,normal,,ok,38750,data/output/reliability/line_reliability_2026-06-30_op_15_line_38750.csv,data/output/reliability/line_reliability_2026-06-30_op_15_line_38750.html,21.0,21.0,17.0,0.0,0.19047619047619047,,
2026-06-30,שרון,15,228,10228,1,#,normal,,error,,,,,,,,,LineSelectionError,No line_ref candidates matched the requested date/operator/route identity
2026-06-30,שרון,15,228,10228,2,#,normal,,error,,,,,,,,,LineSelectionError,No line_ref candidates matched the requested date/operator/route identity
2026-06-30,שרון,15,230,11230,1,#,normal,,error,,,,,,,,,LineSelectionError,No line_ref candidates matched the requested date/operator/route identity
2026-06-30,שרון,15,230,11230,2,#,normal,,error,,,,,,,,,LineSelectionError,No line_ref candidates matched the requested date/operator/route identity
2026-06-30,שרון,15,231,11231,1,#,normal,,error,,,,,,,,,LineSelectionError,No line_ref candidates matched the requested date/operator/route identity
2026-06-30,שרון,15,231,11231,2,#,normal,,error,,,,,,,,,LineSelectionError,No line_ref candidates matched the requested date/operator/route identity
2026-06-30,שרון,15,247,12247,1,#,normal,,error,,,,,,,,,LineSelectionError,No line_ref candidates matched the requested date/operator/route identity
2026-06-30,שרון,15,247,12247,2,#,normal,,error,,,,,,,,,LineSelectionError,No line_ref candidates matched the requested date/operator/route identity
2026-06-30,שרון,15,248,14248,1,#,normal,,ok,15106,data/output/reliability/line_reliability_2026-06-30_op_15_line_15106.csv,data/output/reliability/line_reliability_2026-06-30_op_15_line_15106.html,3.0,3.0,3.0,0.0,0.0,,
2026-06-30,שרון,15,248,14248,2,#,normal,,ok,15107,data/output/reliability/line_reliability_2026-06-30_op_15_line_15107.csv,data/output/reliability/line_reliability_2026-06-30_op_15_line_15107.html,3.0,3.0,3.0,0.0,0.0,,
2026-06-30,שרון,15,249,11249,1,#,normal,,ok,10119,data/output/reliability/line_reliability_2026-06-30_op_15_line_10119.csv,data/output/reliability/line_reliability_2026-06-30_op_15_line_10119.html,57.0,57.0,55.0,0.0,0.03508771929824561,,
2026-06-30,שרון,15,249,11249,2,#,normal,,ok,10120,data/output/reliability/line_reliability_2026-06-30_op_15_line_10120.csv,data/output/reliability/line_reliability_2026-06-30_op_15_line_10120.html,56.0,56.0,52.0,0.0,0.07142857142857142,,
2026-06-30,שרון,15,259,10259,1,#,normal,,ok,11097,data/output/reliability/line_reliability_2026-06-30_op_15_line_11097.csv,data/output/reliability/line_reliability_2026-06-30_op_15_line_11097.html,32.0,32.0,32.0,0.0,0.0,,
2026-06-30,שרון,15,259,10259,2,#,normal,,ok,11098,data/output/reliability/line_reliability_2026-06-30_op_15_line_11098.csv,data/output/reliability/line_reliability_2026-06-30_op_15_line_11098.html,35.0,35.0,31.0,0.0,0.11428571428571428,,
2026-06-30,שרון,15,27,18027,1,#,normal,,ok,7921,data/output/reliability/line_reliability_2026-06-30_op_15_line_7921.csv,data/output/reliability/line_reliability_2026-06-30_op_15_line_7921.html,47.0,47.0,43.0,0.0,0.0851063829787234,,
2026-06-30,שרון,15,27,18027,2,#,normal,,ok,7922,data/output/reliability/line_reliability_2026-06-30_op_15_line_7922.csv,data/output/reliability/line_reliability_2026-06-30_op_15_line_7922.html,47.0,47.0,43.0,0.0,0.0851063829787234,,
2026-06-30,שרון,15,29,19029,1,#,normal,,ok,7924,data/output/reliability/line_reliability_2026-06-30_op_15_line_7924.csv,data/output/reliability/line_reliability_2026-06-30_op_15_line_7924.html,101.0,101.0,101.0,0.0,0.0,,
2026-06-30,שרון,15,29,19029,1,3,normal,,error,,,,,,,,,LineSelectionError,No line_ref candidates matched the requested date/operator/route identity
2026-06-30,שרון,15,29,19029,2,#,normal,,ok,7929,data/output/reliability/line_reliability_2026-06-30_op_15_line_7929.csv,data/output/reliability/line_reliability_2026-06-30_op_15_line_7929.html,101.0,101.0,95.0,0.0,0.0594059405940594,,
2026-06-30,שרון,15,29,19029,2,3,normal,,error,,,,,,,,,LineSelectionError,No line_ref candidates matched the requested date/operator/route identity
2026-06-30,שרון,15,3,42003,1,#,normal,,ok,20816,data/output/reliability/line_reliability_2026-06-30_op_15_line_20816.csv,data/output/reliability/line_reliability_2026-06-30_op_15_line_20816.html,55.0,55.0,48.0,0.0,0.12727272727272726,,
2026-06-30,שרון,15,3,42003,2,#,normal,,ok,20817,data/output/reliability/line_reliability_2026-06-30_op_15_line_20817.csv,data/output/reliability/line_reliability_2026-06-30_op_15_line_20817.html,51.0,51.0,48.0,0.0,0.058823529411764705,,
