planned_start_time,actual_start_time,gtfs_ride_id
2026-06-30T03:00:00+00:00,2026-06-30T03:00:00+00:00,149047122.0
2026-06-30T03:30:00+00:00,,149047123.0
2026-06-30T04:00:00+00:00,2026-06-30T04:00:00+00:00,149047124.0
2026-06-30T04:00:00+00:00,2026-06-30T04:00:00+00:00,149047124.0
2026-06-30T04:20:00+00:00,2026-06-30T04:20:00+00:00,149047125.0
2026-06-30T04:40:00+00:00,2026-06-30T04:40:00+00:00,149047126.0
2026-06-30T05:00:00+00:00,2026-06-30T05:00:00+00:00,149047127.0
2026-06-30T05:20:00+00:00,2026-06-30T05:20:00+00:00,149047128.0
2026-06-30T05:40:00+00:00,2026-06-30T05:40:00+00:00,149047129.0
2026-06-30T06:00:00+00:00,2026-06-30T06:00:00+00:00,149047130.0
2026-06-30T06:20:00+00:00,2026-06-30T06:20:00+00:00,149047131.0
2026-06-30T06:40:00+00:00,2026-06-30T06:40:00+00:00,149047132.0
2026-06-30T07:00:00+00:00,2026-06-30T07:00:00+00:00,149047133.0
2026-06-30T07:20:00+00:00,2026-06-30T07:20:00+00:00,149047134.0
2026-06-30T07:40:00+00:00,2026-06-30T07:40:00+00:00,149047135.0
2026-06-30T08:00:00+00:00,2026-06-30T08:00:00+00:00,149047136.0
2026-06-30T08:20:00+00:00,2026-06-30T08:20:00+00:00,149047137.0
2026-06-30T08:40:00+00:00,2026-06-30T08:40:00+00:00,149047138.0
2026-06-30T09:00:00+00:00,2026-06-30T09:00:00+00:00,149047139.0
2026-06-30T09:20:00+00:00,2026-06-30T09:20:00+00:00,149047140.0
2026-06-30T09:40:00+00:00,2026-06-30T09:40:00+00:00,149047141.0
2026-06-30T10:00:00+00:00,2026-06-30T10:00:00+00:00,149047142.0
2026-06-30T10:20:00+00:00,2026-06-30T10:20:00+00:00,149047143.0
2026-06-30T10:40:00+00:00,2026-06-30T10:40:00+00:00,149047144.0
2026-06-30T11:00:00+00:00,2026-06-30T11:00:00+00:00,149047145.0
2026-06-30T11:20:00+00:00,2026-06-30T11:20:00+00:00,149047146.0
2026-06-30T11:40:00+00:00,2026-06-30T11:40:00+00:00,149047147.0
2026-06-30T12:00:00+00:00,2026-06-30T12:00:00+00:00,149047148.0
2026-06-30T12:20:00+00:00,2026-06-30T12:20:00+00:00,149047149.0
2026-06-30T12:40:00+00:00,2026-06-30T12:40:00+00:00,149047150.0
2026-06-30T13:00:00+00:00,2026-06-30T13:00:00+00:00,149047151.0
2026-06-30T13:20:00+00:00,2026-06-30T13:20:00+00:00,149047152.0
2026-06-30T13:40:00+00:00,2026-06-30T13:40:00+00:00,149047153.0
2026-06-30T14:00:00+00:00,2026-06-30T14:00:00+00:00,149047154.0
2026-06-30T14:20:00+00:00,2026-06-30T14:20:00+00:00,149047155.0
2026-06-30T14:40:00+00:00,2026-06-30T14:40:00+00:00,149047156.0
2026-06-30T15:00:00+00:00,2026-06-30T15:00:00+00:00,149047157.0
2026-06-30T15:20:00+00:00,2026-06-30T15:20:00+00:00,149047158.0
2026-06-30T15:40:00+00:00,2026-06-30T15:40:00+00:00,149047159.0
2026-06-30T16:00:00+00:00,2026-06-30T16:00:00+00:00,149047160.0
2026-06-30T16:30:00+00:00,2026-06-30T16:30:00+00:00,149047161.0
2026-06-30T17:00:00+00:00,2026-06-30T17:00:00+00:00,149047162.0
2026-06-30T17:30:00+00:00,2026-06-30T17:30:00+00:00,149047163.0
2026-06-30T18:00:00+00:00,2026-06-30T18:00:00+00:00,149047164.0
2026-06-30T18:30:00+00:00,2026-06-30T18:30:00+00:00,149047165.0
2026-06-30T19:00:00+00:00,2026-06-30T19:00:00+00:00,149047166.0
2026-06-30T20:00:00+00:00,2026-06-30T20:00:00+00:00,149047167.0
,2026-06-30T12:38:00+00:00,
,2026-06-30T19:55:00+00:00,
