service_date,cluster,operator_ref,route_short_name,route_mkt,route_direction,route_alternative,exclusion_treatment,exclusion_name,status,selected_line_ref,csv_path,html_path,planned_rides,actual_rides,matched_rides,missing_actual_start,null_gtfs_ride_id_rate,error_type,error_message
2026-08-25,שרון,15,1,56001,3,#,segment,חופש גדול,ok,7698,data/output/reliability/line_reliability_2026-08-25_op_15_line_7698.csv,data/output/reliability/line_reliability_2026-08-25_op_15_line_7698.html,27.0,26.0,25.0,1.0,0.037037037037037035,,
2026-08-25,שרון,15,1,57001,1,#,segment,חופש גדול,ok,7817,data/output/reliability/line_reliability_2026-08-25_op_15_line_7817.csv,data/output/reliability/line_reliability_2026-08-25_op_15_line_7817.html,54.0,49.0,46.0,5.0,0.05555555555555555,,
2026-08-25,שרון,15,1,57001,2,#,segment,חופש גדול,ok,7819,data/output/reliability/line_reliability_2026-08-25_op_15_line_7819.csv,data/output/reliability/line_reliability_2026-08-25_op_15_line_7819.html,52.0,49.0,45.0,3.0,0.07692307692307693,,
2026-08-25,שרון,15,1,60001,2,1,segment,חופש גדול,ok,7828,data/output/reliability/line_reliability_2026-08-25_op_15_line_7828.csv,data/output/reliability/line_reliability_2026-08-25_op_15_line_7828.html,1.0,0.0,0.0,1.0,0.0,,
2026-08-25,שרון,15,1,60001,3,1,segment,חופש גדול,ok,7831,data/output/reliability/line_reliability_2026-08-25_op_15_line_7831.csv,data/output/reliability/line_reliability_2026-08-25_op_15_line_7831.html,37.0,37.0,34.0,0.0,0.08108108108108109,,
2026-08-25,שרון,15,1,60001,3,2,segment,חופש גדול,ok,15405,data/output/reliability/line_reliability_2026-08-25_op_15_line_15405.csv,data/output/reliability/line_reliability_2026-08-25_op_15_line_15405.html,4.0,3.0,3.0,1.0,0.0,,
2026-08-25,שרון,15,1,60001,3,3,segment,חופש גדול,error,,,,,,,,,LineSelectionError,No line_ref candidates matched the requested date/operator/route identity
2026-08-25,שרון,15,1,60001,3,4,segment,חופש גדול,ok,16802,data/output/reliability/line_reliability_2026-08-25_op_15_line_16802.csv,data/output/reliability/line_reliability_2026-08-25_op_15_line_16802.html,1.0,1.0,1.0,0.0,0.0,,
2026-08-25,שרון,15,1,60001,3,5,segment,חופש גדול,error,,,,,,,,,LineSelectionError,No line_ref candidates matched the requested date/operator/route identity
2026-08-25,שרון,15,10,26010,1,#,segment,חופש גדול,ok,7878,data/output/reliability/line_reliability_2026-08-25_op_15_line_7878.csv,data/output/reliability/line_reliability_2026-08-25_op_15_line_7878.html,36.0,33.0,29.0,3.0,0.1111111111111111,,
2026-08-25,שרון,15,10,26010,2,#,segment,חופש גדול,ok,7879,data/output/reliability/line_reliability_2026-08-25_op_15_line_7879.csv,data/output/reliability/line_reliability_2026-08-25_op_15_line_7879.html,34.0,32.0,28.0,2.0,0.11764705882352941,,
2026-08-25,שרון,15,11,35011,1,#,segment,חופש גדול,ok,7881,data/output/reliability/line_reliability_2026-08-25_op_15_line_7881.csv,data/output/reliability/line_reliability_2026-08-25_op_15_line_7881.html,42.0,39.0,34.0,3.0,0.11904761904761904,,
2026-08-25,שרון,15,11,35011,2,#,segment,חופש גדול,ok,7883,data/output/reliability/line_reliability_2026-08-25_op_15_line_7883.csv,data/output/reliability/line_reliability_2026-08-25_op_15_line_7883.html,40.0,38.0,33.0,2.0,0.125,,
2026-08-25,שרון,15,112,16112,1,#,segment,חופש גדול,ok,41216,data/output/reliability/line_reliability_2026-08-25_op_15_line_41216.csv,data/output/reliability/line_reliability_2026-08-25_op_15_line_41216.html,14.0,12.0,11.0,2.0,0.07142857142857142,,
2026-08-25,שרון,15,112,16112,2,#,segment,חופש גדול,ok,41217,data/output/reliability/line_reliability_2026-08-25_op_15_line_41217.csv,data/output/reliability/line_reliability_2026-08-25_op_15_line_41217.html,13.0,12.0,11.0,1.0,0.07692307692307693,,
2026-08-25,שרון,15,118,11118,1,#,segment,חופש גדול,ok,10849,data/output/reliability/line_reliability_2026-08-25_op_15_line_10849.csv,data/output/reliability/line_reliability_2026-08-25_op_15_line_10849.html,25.0,24.0,22.0,1.0,0.08,,
2026-08-25,שרון,15,118,11118,2,#,segment,חופש גדול,ok,10851,data/output/reliability/line_reliability_2026-08-25_op_15_line_10851.csv,data/output/reliability/line_reliability_2026-08-25_op_15_line_10851.html,27.0,25.0,20.0,2.0,0.18518518518518517,,
2026-08-25,שרון,15,12,56012,1,#,segment,חופש גדול,ok,41212,data/output/reliability/line_reliability_2026-08-25_op_15_line_41212.csv,data/output/reliability/line_reliability_2026-08-25_op_15_line_41212.html,48.0,46.0,44.0,2.0,0.041666666666666664,,
2026-08-25,שרון,15,12,56012,2,#,segment,חופש גדול,ok,41213,data/output/reliability/line_reliability_2026-08-25_op_15_line_41213.csv,data/output/reliability/line_reliability_2026-08-25_op_15_line_41213.html,50.0,48.0,44.0,2.0,0.08,,
2026-08-25,שרון,15,13,40013,1,#,segment,חופש גדול,ok,40490,data/output/reliability/line_reliability_2026-08-25_op_15_line_40490.csv,data/output/reliability/line_reliability_2026-08-25_op_15_line_40490.html,49.0,47.0,44.0,2.0,0.061224489795918366,,
2026-08-25,שרון,15,13,40013,2,#,segment,חופש גדול,ok,40491,data/output/reliability/line_reliability_2026-08-25_op_15_line_40491.csv,data/output/reliability/line_reliability_2026-08-25_op_15_line_40491.html,56.0,53.0,43.0,3.0,0.17857142857142858,,
2026-08-25,שרון,15,139,15139,1,#,segment,חופש גדול,ok,15118,data/output/reliability/line_reliability_2026-08-25_op_15_line_15118.csv,data/output/reliability/line_reliability_2026-08-25_op_15_line_15118.html,2.0,1.0,0.0,1.0,0.5,,
2026-08-25,שרון,15,139,15139,2,#,segment,חופש גדול,ok,15119,data/output/reliability/line_reliability_2026-08-25_op_15_line_15119.csv,data/output/reliability/line_reliability_2026-08-25_op_15_line_15119.html,1.0,1.0,1.0,0.0,0.0,,
2026-08-25,שרון,15,14,51014,1,#,segment,חופש גדול,ok,41210,data/output/reliability/line_reliability_2026-08-25_op_15_line_41210.csv,data/output/reliability/line_reliability_2026-08-25_op_15_line_41210.html,49.0,47.0,44.0,2.0,0.061224489795918366,,
2026-08-25,שרון,15,14,51014,2,#,segment,חופש גדול,ok,41211,data/output/reliability/line_reliability_2026-08-25_op_15_line_41211.csv,data/output/reliability/line_reliability_2026-08-25_op_15_line_41211.html,47.0,44.0,43.0,3.0,0.02127659574468085,,
2026-08-25,שרון,15,14,52014,1,#,segment,חופש גדול,ok,20166,data/output/reliability/line_reliability_2026-08-25_op_15_line_20166.csv,data/output/reliability/line_reliability_2026-08-25_op_15_line_20166.html,59.0,56.0,50.0,3.0,0.1016949152542373,,
2026-08-25,שרון,15,14,52014,1,1,segment,חופש גדול,ok,20415,data/output/reliability/line_reliability_2026-08-25_op_15_line_20415.csv,data/output/reliability/line_reliability_2026-08-25_op_15_line_20415.html,2.0,0.0,0.0,2.0,0.0,,
