trip_id,source_trip_id,service_day,catalog_number,sign,direction,alternative,line_id,origin_stop_id,destination_stop_id,day_offset,departure_min,arrival_min,duration_min,vehicle_type_ids,distance_km,existing_flag,custom_json,daily_passengers,weekly_passengers,avg_commuters_per_ride_weekly,low_demand_flag
299,299,unknown,11280,280,1,0,,35552,20164,0,480,553,73,,23.308,,,,,,True
300,300,unknown,12281,281,1,0,,35628,60817,0,480,550,70,,36.492,,,,,,True
301,301,unknown,12281,281,2,0,,61417,30883,0,480,555,75,,40.244,,,,,,True
302,302,unknown,11379,379,1,0,,35547,27997,0,480,572,92,,26.52,,,,,,True
303,303,unknown,11436,436,1,0,,20163,31557,0,480,565,85,urban,26.237,,,,,,True
304,304,unknown,14444,444,1,0,,37015,35275,0,480,560,80,,39.549,,,,,,True
305,305,unknown,14444,444,2,0,,37528,37015,0,480,574,94,,40.627,,,,,,True
306,306,unknown,47006,6,2,0,,33559,38586,0,510,544,34,,8.583,,,,,,True
307,307,unknown,42010,10,3,0,,37538,38924,0,510,520,10,urban,4.0,,,,,,True
308,308,unknown,23056,56,2,0,,31052,25867,0,510,612,102,,21.135,,,,,,True
309,309,unknown,14068,68,1,0,,20277,33551,0,510,585,75,,20.409,,,,,,True
310,310,unknown,14068,68,2,0,,33550,25867,0,510,600,90,,20.664,,,,,,True
311,311,unknown,70001,1,1,0,,31313,33551,0,540,603,63,urban,15.21,,,,,,True
312,312,unknown,70001,1,2,0,,33550,35315,0,540,599,59,urban,14.884,,,,,,True
313,313,unknown,58002,2,3,0,,31738,31738,0,540,580,40,urban,10.415,,,,,,True
314,314,unknown,24004,4,1,0,,35629,30883,0,540,557,17,,5.001,,,,,,True
315,315,unknown,24004,4,2,0,,35628,38586,0,540,558,18,,5.075,,,,,,True
316,316,unknown,69005,5,1,0,,35629,30883,0,540,579,39,,8.079,,,,,,True
317,317,unknown,69005,5,2,0,,35628,38586,0,540,570,30,,8.724,,,,,,True
318,318,unknown,47006,6,1,0,,35629,33559,0,540,566,26,,7.56,,,,,,True
319,319,unknown,47006,6,2,0,,33559,38586,0,540,583,43,,8.583,,,,,,True
320,320,unknown,22007,7,1,0,,26806,31491,0,540,638,98,,16.573,,,,,,True
321,321,unknown,22007,7,2,0,,37538,26807,0,540,637,97,,18.29,,,,,,True
322,322,unknown,37008,8,1,0,,31345,32742,0,540,605,65,urban,19.271,,,,,,True
323,323,unknown,37008,8,2,0,,31377,34063,0,540,605,65,urban,18.924,,,,,,True
324,324,unknown,42010,10,3,0,,37538,38924,0,540,552,12,urban,4.0,,,,,,True
325,325,unknown,34015,15,1,0,,35315,31470,0,540,595,55,minibus,16.789,,,,,,True
326,326,unknown,34015,15,2,0,,31470,35335,0,540,598,58,minibus,16.538,,,,,,True
327,327,unknown,23018,18,1,0,,26945,35335,0,540,613,73,urban,17.749,,,,,,True
328,328,unknown,23018,18,2,0,,35315,26945,0,540,604,64,urban,17.291,,,,,,True
329,329,unknown,40028,28,1,0,,20789,33551,0,540,613,73,urban,16.201,,,,,,True
330,330,unknown,40028,28,2,0,,33550,20788,0,540,616,76,urban,17.273,,,,,,True
331,331,unknown,20036,36,1,0,,20277,35315,0,540,613,73,,17.54,,,,,,True
332,332,unknown,20036,36,2,0,,31313,25867,0,540,628,88,,17.287,,,,,,True
333,333,unknown,21037,37,1,0,,20001,31574,0,540,597,57,urban,18.78,,,,,,True
334,334,unknown,21037,37,2,0,,31581,27997,0,540,611,71,urban,19.037,,,,,,True
335,335,unknown,28055,55,1,0,,20277,33551,0,540,622,82,,19.716,,,,,,True
336,336,unknown,28055,55,2,0,,33550,25867,0,540,633,93,,19.063,,,,,,True
337,337,unknown,23056,56,1,0,,20277,31574,0,540,623,83,,22.068,,,,,,True
338,338,unknown,23056,56,2,0,,31052,25867,0,540,627,87,,21.135,,,,,,True
339,339,unknown,21059,59,1,0,,20001,35341,0,540,607,67,urban,18.289,,,,,,True
340,340,unknown,21059,59,2,0,,31313,27997,0,540,620,80,urban,18.79,,,,,,True
341,341,unknown,14068,68,1,0,,20277,33551,0,540,615,75,,20.409,,,,,,True
342,342,unknown,14068,68,2,0,,33550,25867,0,540,620,80,,20.664,,,,,,True
343,343,unknown,15069,69,1,0,,20001,31738,0,540,596,56,urban,14.471,,,,,,True
344,344,unknown,15069,69,2,0,,38160,27997,0,540,610,70,urban,13.999,,,,,,True
345,345,unknown,31075,75,3,0,,31481,35475,0,540,600,60,urban,17.458,,,,,,True
346,346,unknown,23076,76,1,0,,33599,35335,0,540,604,64,urban,15.827,,,,,,True
347,347,unknown,23076,76,2,0,,35315,33598,0,540,608,68,urban,15.606,,,,,,True
348,348,unknown,33077,77,1,0,,31313,31424,0,540,597,57,urban,15.935,,,,,,True
349,349,unknown,33077,77,2,0,,35377,35335,0,540,592,52,urban,15.376,,,,,,True
350,350,unknown,17078,78,1,0,,33599,35335,0,540,608,68,urban,20.953,,,,,,True
351,351,unknown,17078,78,2,0,,35315,33598,0,540,611,71,urban,20.373,,,,,,True
352,352,unknown,37085,85,1,0,,32298,32771,0,540,601,61,,23.868,,,,,,True
353,353,unknown,37085,85,2,0,,32771,31314,0,540,610,70,,23.699,,,,,,True
354,354,unknown,16115,115,1,0,,33550,25867,0,540,630,90,,17.741,,,,,,True
355,355,unknown,16115,115,2,0,,20277,33551,0,540,627,87,,17.818,,,,,,True
356,356,unknown,10137,137,1,0,,13907,14464,0,540,618,78,,9.406,,,,,,True
357,357,unknown,10137,137,2,0,,14464,15657,0,540,627,87,,9.929,,,,,,True
358,358,unknown,10138,138,1,0,,31344,39943,0,540,614,74,urban,23.767,,,,,,True
359,359,unknown,10138,138,2,0,,31685,31574,0,540,617,77,urban,25.049,,,,,,True
360,360,unknown,13139,139,1,0,,38160,39943,0,540,625,85,urban,26.142,,,,,,True
361,361,unknown,13139,139,2,0,,31685,31738,0,540,655,115,urban,26.47,,,,,,True
362,362,unknown,11168,168,1,0,,22935,33551,0,540,592,52,urban,16.738,,,,,,True
363,363,unknown,11168,168,2,0,,33550,25354,0,540,616,76,urban,15.975,,,,,,True
364,364,unknown,15173,173,1,0,,33567,31738,0,540,610,70,,29.337,,,,,,True
365,365,unknown,11179,179,1,0,,35629,33598,0,540,610,70,,23.581,,,,,,True
366,366,unknown,11179,179,2,0,,33599,38586,0,540,605,65,,23.289,,,,,,True
367,367,unknown,19205,205,1,0,,31574,26807,0,540,615,75,,21.244,,,,,,True
368,368,unknown,19205,205,2,0,,26806,31574,0,540,609,69,,20.788,,,,,,True
369,369,unknown,10236,236,1,0,,25358,35335,0,540,603,63,urban,16.679,,,,,,True
370,370,unknown,10236,236,2,0,,31313,26956,0,540,605,65,urban,16.302,,,,,,True
371,371,unknown,14256,256,1,0,,35475,25937,0,540,592,52,urban,16.116,,,,,,True
372,372,unknown,14256,256,2,0,,20001,36639,0,540,595,55,urban,16.346,,,,,,True
373,373,unknown,10277,277,1,0,,35628,2000,0,540,645,105,,60.063,,,,,,True
374,374,unknown,10277,277,2,0,,2007,30883,0,540,640,100,,60.455,,,,,,True
375,375,unknown,19279,279,1,0,,35629,36583,0,540,615,75,,23.87,,,,,,True
376,376,unknown,19279,279,2,0,,36583,38586,0,540,604,64,,23.212,,,,,,True
377,377,unknown,11280,280,1,0,,35552,20164,0,540,613,73,,23.308,,,,,,True
378,378,unknown,11280,280,2,0,,20163,39590,0,540,606,66,,24.949,,,,,,True
379,379,unknown,16385,385,2,0,,31995,37679,0,540,605,65,,23.388,,,,,,True
380,380,unknown,11436,436,2,0,,38184,20164,0,540,623,83,urban,24.848,,,,,,True
381,381,unknown,14444,444,1,0,,37015,35275,0,540,620,80,,39.549,,,,,,True
382,382,unknown,14444,444,2,0,,37528,37015,0,540,634,94,,40.627,,,,,,True
383,383,unknown,70001,1,1,0,,31313,33551,0,600,660,60,urban,15.21,,,,,,True
384,384,unknown,70001,1,2,0,,33550,35315,0,600,660,60,urban,14.884,,,,,,True
385,385,unknown,58002,2,3,0,,31738,31738,0,600,640,40,urban,10.415,,,,,,True
386,386,unknown,92003,3,1,0,,31336,32742,0,600,650,50,minibus,15.095,,,,,,True
387,387,unknown,24004,4,1,0,,35629,30883,0,600,615,15,,5.001,,,,,,True
388,388,unknown,24004,4,2,0,,35628,38586,0,600,617,17,,5.075,,,,,,True
389,389,unknown,69005,5,1,0,,35629,30883,0,600,639,39,,8.079,,,,,,True
390,390,unknown,69005,5,2,0,,35628,38586,0,600,630,30,,8.724,,,,,,True
391,391,unknown,47006,6,1,0,,35629,33559,0,600,626,26,,7.56,,,,,,True
392,392,unknown,47006,6,2,0,,33559,38586,0,600,631,31,,8.583,,,,,,True
393,393,unknown,22007,7,1,0,,26806,31491,0,600,698,98,,16.573,,,,,,True
394,394,unknown,22007,7,2,0,,37538,26807,0,600,697,97,,18.29,,,,,,True
395,395,unknown,37008,8,1,0,,31345,32742,0,600,669,69,urban,19.271,,,,,,True
396,396,unknown,37008,8,2,0,,31377,34063,0,600,666,66,urban,18.924,,,,,,True
397,397,unknown,42010,10,3,0,,37538,38924,0,600,610,10,urban,4.0,,,,,,True
398,398,unknown,34015,15,1,0,,35315,31470,0,600,655,55,minibus,16.789,,,,,,True
399,399,unknown,34015,15,2,0,,31470,35335,0,600,658,58,minibus,16.538,,,,,,True
400,400,unknown,23018,18,1,0,,26945,35335,0,600,672,72,urban,17.749,,,,,,True
401,401,unknown,23018,18,2,0,,35315,26945,0,600,668,68,urban,17.291,,,,,,True
402,402,unknown,40028,28,1,0,,20789,33551,0,600,676,76,urban,16.201,,,,,,True
403,403,unknown,40028,28,2,0,,33550,20788,0,600,676,76,urban,17.273,,,,,,True
404,404,unknown,20036,36,1,0,,20277,35315,0,600,669,69,,17.54,,,,,,True
405,405,unknown,20036,36,2,0,,31313,25867,0,600,688,88,,17.287,,,,,,True
406,406,unknown,21037,37,1,0,,20001,31574,0,600,655,55,urban,18.78,,,,,,True
407,407,unknown,21037,37,2,0,,31581,27997,0,600,663,63,urban,19.037,,,,,,True
408,408,unknown,28055,55,1,0,,20277,33551,0,600,679,79,,19.716,,,,,,True
409,409,unknown,28055,55,2,0,,33550,25867,0,600,683,83,,19.063,,,,,,True
410,410,unknown,23056,56,1,0,,20277,31574,0,600,683,83,,22.068,,,,,,True
411,411,unknown,23056,56,2,0,,31052,25867,0,600,685,85,,21.135,,,,,,True
412,412,unknown,20058,58,2,0,,32771,31738,0,600,685,85,,25.071,,,,,,True
413,413,unknown,21059,59,1,0,,20001,35341,0,600,669,69,urban,18.289,,,,,,True
414,414,unknown,21059,59,2,0,,31313,27997,0,600,667,67,urban,18.79,,,,,,True
415,415,unknown,14068,68,1,0,,20277,33551,0,600,675,75,,20.409,,,,,,True
416,416,unknown,14068,68,2,0,,33550,25867,0,600,676,76,,20.664,,,,,,True
417,417,unknown,15069,69,1,0,,20001,31738,0,600,656,56,urban,14.471,,,,,,True
418,418,unknown,15069,69,2,0,,38160,27997,0,600,660,60,urban,13.999,,,,,,True
419,419,unknown,31075,75,3,0,,31481,35475,0,600,660,60,urban,17.458,,,,,,True
420,420,unknown,23076,76,1,0,,33599,35335,0,600,659,59,urban,15.827,,,,,,True
421,421,unknown,23076,76,2,0,,35315,33598,0,600,677,77,urban,15.606,,,,,,True
422,422,unknown,33077,77,1,0,,31313,31424,0,600,656,56,urban,15.935,,,,,,True
423,423,unknown,33077,77,2,0,,35377,35335,0,600,660,60,urban,15.376,,,,,,True
424,424,unknown,17078,78,1,0,,33599,35335,0,600,666,66,urban,20.953,,,,,,True
425,425,unknown,17078,78,2,0,,35315,33598,0,600,671,71,urban,20.373,,,,,,True
426,426,unknown,37085,85,1,0,,32298,32771,0,600,653,53,,23.868,,,,,,True
427,427,unknown,37085,85,2,0,,32771,31314,0,600,670,70,,23.699,,,,,,True
428,428,unknown,16115,115,1,0,,33550,25867,0,600,690,90,,17.741,,,,,,True
429,429,unknown,16115,115,2,0,,20277,33551,0,600,687,87,,17.818,,,,,,True
430,430,unknown,10137,137,1,0,,13907,14464,0,600,678,78,,9.406,,,,,,True
431,431,unknown,10138,138,1,0,,31344,39943,0,600,668,68,urban,23.767,,,,,,True
432,432,unknown,10138,138,2,0,,31685,31574,0,600,677,77,urban,25.049,,,,,,True
433,433,unknown,13139,139,1,0,,38160,39943,0,600,685,85,urban,26.142,,,,,,True
434,434,unknown,13139,139,2,0,,31685,31738,0,600,715,115,urban,26.47,,,,,,True
435,435,unknown,11168,168,1,0,,22935,33551,0,600,655,55,urban,16.738,,,,,,True
436,436,unknown,11168,168,2,0,,33550,25354,0,600,680,80,urban,15.975,,,,,,True
437,437,unknown,15173,173,1,0,,33567,31738,0,600,670,70,,29.337,,,,,,True
438,438,unknown,15173,173,2,0,,38160,39590,0,600,658,58,,28.673,,,,,,True
439,439,unknown,15174,174,2,0,,34025,39590,0,600,685,85,,44.505,,,,,,True
440,440,unknown,11179,179,1,0,,35629,33598,0,600,670,70,,23.581,,,,,,True
441,441,unknown,11179,179,2,0,,33599,38586,0,600,665,65,,23.289,,,,,,True
442,442,unknown,19205,205,1,0,,31574,26807,0,600,674,74,,21.244,,,,,,True
443,443,unknown,19205,205,2,0,,26806,31574,0,600,666,66,,20.788,,,,,,True
444,444,unknown,10236,236,1,0,,25358,35335,0,600,660,60,urban,16.679,,,,,,True
445,445,unknown,10236,236,2,0,,31313,26956,0,600,675,75,urban,16.302,,,,,,True
446,446,unknown,14256,256,1,0,,35475,25937,0,600,666,66,urban,16.116,,,,,,True
447,447,unknown,14256,256,2,0,,20001,36639,0,600,652,52,urban,16.346,,,,,,True
448,448,unknown,10277,277,1,0,,35628,2000,0,600,705,105,,60.063,,,,,,True
449,449,unknown,10277,277,2,0,,2007,30883,0,600,700,100,,60.455,,,,,,True
450,450,unknown,19279,279,1,0,,35629,36583,0,600,675,75,,23.87,,,,,,True
451,451,unknown,19279,279,2,0,,36583,38586,0,600,662,62,,23.212,,,,,,True
452,452,unknown,12281,281,1,0,,35628,60817,0,600,665,65,,36.492,,,,,,True
453,453,unknown,12281,281,2,0,,61417,30883,0,600,675,75,,40.244,,,,,,True
454,454,unknown,16285,285,2,0,,12945,30883,0,600,695,95,,68.355,,,,,,True
455,455,unknown,11436,436,1,0,,20163,31557,0,600,685,85,urban,26.237,,,,,,True
456,456,unknown,14444,444,1,0,,37015,35275,0,600,680,80,,39.549,,,,,,True
457,457,unknown,14444,444,2,0,,37528,37015,0,600,694,94,,40.627,,,,,,True
458,458,unknown,70001,1,1,0,,31313,33551,0,660,718,58,urban,15.21,,,,,,True
459,459,unknown,70001,1,2,0,,33550,35315,0,660,717,57,urban,14.884,,,,,,True
460,460,unknown,58002,2,3,0,,31738,31738,0,660,700,40,urban,10.415,,,,,,True
461,461,unknown,92003,3,2,0,,31377,31736,0,660,708,48,minibus,15.13,,,,,,True
462,462,unknown,24004,4,1,0,,35629,30883,0,660,675,15,,5.001,,,,,,True
463,463,unknown,24004,4,2,0,,35628,38586,0,660,676,16,,5.075,,,,,,True
464,464,unknown,69005,5,1,0,,35629,30883,0,660,699,39,,8.079,,,,,,True
465,465,unknown,69005,5,2,0,,35628,38586,0,660,690,30,,8.724,,,,,,True
466,466,unknown,47006,6,1,0,,35629,33559,0,660,686,26,,7.56,,,,,,True
467,467,unknown,47006,6,2,0,,33559,38586,0,660,691,31,,8.583,,,,,,True
468,468,unknown,22007,7,1,0,,26806,31491,0,660,758,98,,16.573,,,,,,True
469,469,unknown,22007,7,2,0,,37538,26807,0,660,764,104,,18.29,,,,,,True
470,470,unknown,37008,8,1,0,,31345,32742,0,660,728,68,urban,19.271,,,,,,True
471,471,unknown,37008,8,2,0,,31377,34063,0,660,728,68,urban,18.924,,,,,,True
472,472,unknown,42010,10,3,0,,37538,38924,0,660,671,11,urban,4.0,,,,,,True
473,473,unknown,34015,15,1,0,,35315,31470,0,660,720,60,minibus,16.789,,,,,,True
474,474,unknown,34015,15,2,0,,31470,35335,0,660,718,58,minibus,16.538,,,,,,True
475,475,unknown,23018,18,1,0,,26945,35335,0,660,733,73,urban,17.749,,,,,,True
476,476,unknown,23018,18,2,0,,35315,26945,0,660,740,80,urban,17.291,,,,,,True
477,477,unknown,40028,28,1,0,,20789,33551,0,660,753,93,urban,16.201,,,,,,True
478,478,unknown,40028,28,2,0,,33550,20788,0,660,736,76,urban,17.273,,,,,,True
479,479,unknown,20036,36,1,0,,20277,35315,0,660,729,69,,17.54,,,,,,True
480,480,unknown,20036,36,2,0,,31313,25867,0,660,748,88,,17.287,,,,,,True
481,481,unknown,21037,37,1,0,,20001,31574,0,660,711,51,urban,18.78,,,,,,True
482,482,unknown,21037,37,2,0,,31581,27997,0,660,715,55,urban,19.037,,,,,,True
483,483,unknown,28055,55,1,0,,20277,33551,0,660,746,86,,19.716,,,,,,True
484,484,unknown,28055,55,2,0,,33550,25867,0,660,743,83,,19.063,,,,,,True
485,485,unknown,23056,56,1,0,,20277,31574,0,660,743,83,,22.068,,,,,,True
486,486,unknown,23056,56,2,0,,31052,25867,0,660,740,80,,21.135,,,,,,True
487,487,unknown,21059,59,1,0,,20001,35341,0,660,735,75,urban,18.289,,,,,,True
488,488,unknown,21059,59,2,0,,31313,27997,0,660,724,64,urban,18.79,,,,,,True
489,489,unknown,14068,68,1,0,,20277,33551,0,660,735,75,,20.409,,,,,,True
490,490,unknown,14068,68,2,0,,33550,25867,0,660,732,72,,20.664,,,,,,True
491,491,unknown,15069,69,1,0,,20001,31738,0,660,715,55,urban,14.471,,,,,,True
492,492,unknown,15069,69,2,0,,38160,27997,0,660,709,49,urban,13.999,,,,,,True
493,493,unknown,31075,75,3,0,,31481,35475,0,660,720,60,urban,17.458,,,,,,True
494,494,unknown,23076,76,1,0,,33599,35335,0,660,731,71,urban,15.827,,,,,,True
495,495,unknown,23076,76,2,0,,35315,33598,0,660,727,67,urban,15.606,,,,,,True
496,496,unknown,33077,77,1,0,,31313,31424,0,660,716,56,urban,15.935,,,,,,True
497,497,unknown,33077,77,2,0,,35377,35335,0,660,717,57,urban,15.376,,,,,,True
498,498,unknown,17078,78,1,0,,33599,35335,0,660,730,70,urban,20.953,,,,,,True
499,499,unknown,17078,78,2,0,,35315,33598,0,660,731,71,urban,20.373,,,,,,True
500,500,unknown,37085,85,1,0,,32298,32771,0,660,714,54,,23.868,,,,,,True
501,501,unknown,37085,85,2,0,,32771,31314,0,660,730,70,,23.699,,,,,,True
502,502,unknown,16115,115,1,0,,33550,25867,0,660,750,90,,17.741,,,,,,True
503,503,unknown,16115,115,2,0,,20277,33551,0,660,747,87,,17.818,,,,,,True
504,504,unknown,10137,137,1,0,,13907,14464,0,660,739,79,,9.406,,,,,,True
505,505,unknown,10137,137,2,0,,14464,15657,0,660,735,75,,9.929,,,,,,True
506,506,unknown,10138,138,1,0,,31344,39943,0,660,741,81,urban,23.767,,,,,,True
507,507,unknown,10138,138,2,0,,31685,31574,0,660,742,82,urban,25.049,,,,,,True
508,508,unknown,13139,139,1,0,,38160,39943,0,660,745,85,urban,26.142,,,,,,True
509,509,unknown,13139,139,2,0,,31685,31738,0,660,775,115,urban,26.47,,,,,,True
510,510,unknown,11168,168,1,0,,22935,33551,0,660,722,62,urban,16.738,,,,,,True
511,511,unknown,11168,168,2,0,,33550,25354,0,660,736,76,urban,15.975,,,,,,True
512,512,unknown,15173,173,2,0,,38160,39590,0,660,718,58,,28.673,,,,,,True
513,513,unknown,11179,179,1,0,,35629,33598,0,660,730,70,,23.581,,,,,,True
514,514,unknown,11179,179,2,0,,33599,38586,0,660,725,65,,23.289,,,,,,True
515,515,unknown,19205,205,1,0,,31574,26807,0,660,730,70,,21.244,,,,,,True
516,516,unknown,19205,205,2,0,,26806,31574,0,660,735,75,,20.788,,,,,,True
517,517,unknown,10236,236,1,0,,25358,35335,0,660,720,60,urban,16.679,,,,,,True
518,518,unknown,10236,236,2,0,,31313,26956,0,660,728,68,urban,16.302,,,,,,True
519,519,unknown,14256,256,1,0,,35475,25937,0,660,712,52,urban,16.116,,,,,,True
520,520,unknown,14256,256,2,0,,20001,36639,0,660,710,50,urban,16.346,,,,,,True
521,521,unknown,10277,277,1,0,,35628,2000,0,660,765,105,,60.063,,,,,,True
522,522,unknown,10277,277,2,0,,2007,30883,0,660,760,100,,60.455,,,,,,True
523,523,unknown,19279,279,1,0,,35629,36583,0,660,735,75,,23.87,,,,,,True
524,524,unknown,19279,279,2,0,,36583,38586,0,660,724,64,,23.212,,,,,,True
525,525,unknown,12281,281,1,0,,35628,60817,0,660,725,65,,36.492,,,,,,True
526,526,unknown,14444,444,1,0,,37015,35275,0,660,740,80,,39.549,,,,,,True
527,527,unknown,14444,444,2,0,,37528,37015,0,660,754,94,,40.627,,,,,,True
528,528,unknown,70001,1,1,0,,31313,33551,0,720,774,54,urban,15.21,,,,,,True
529,529,unknown,70001,1,2,0,,33550,35315,0,720,777,57,urban,14.884,,,,,,True
530,530,unknown,58002,2,3,0,,31738,31738,0,720,760,40,urban,10.415,,,,,,True
531,531,unknown,92003,3,1,0,,31336,32742,0,720,768,48,minibus,15.095,,,,,,True
532,532,unknown,24004,4,1,0,,35629,30883,0,720,738,18,,5.001,,,,,,True
533,533,unknown,24004,4,2,0,,35628,38586,0,720,736,16,,5.075,,,,,,True
534,534,unknown,69005,5,1,0,,35629,30883,0,720,759,39,,8.079,,,,,,True
535,535,unknown,69005,5,2,0,,35628,38586,0,720,750,30,,8.724,,,,,,True
536,536,unknown,47006,6,1,0,,35629,33559,0,720,746,26,,7.56,,,,,,True
537,537,unknown,47006,6,2,0,,33559,38586,0,720,767,47,,8.583,,,,,,True
538,538,unknown,22007,7,1,0,,26806,31491,0,720,819,99,,16.573,,,,,,True
539,539,unknown,22007,7,2,0,,37538,26807,0,720,824,104,,18.29,,,,,,True
540,540,unknown,37008,8,1,0,,31345,32742,0,720,789,69,urban,19.271,,,,,,True
541,541,unknown,37008,8,2,0,,31377,34063,0,720,785,65,urban,18.924,,,,,,True
542,542,unknown,42010,10,3,0,,37538,38924,0,720,731,11,urban,4.0,,,,,,True
543,543,unknown,34015,15,1,0,,35315,31470,0,720,775,55,minibus,16.789,,,,,,True
544,544,unknown,34015,15,2,0,,31470,35335,0,720,772,52,minibus,16.538,,,,,,True
545,545,unknown,23018,18,1,0,,26945,35335,0,720,811,91,urban,17.749,,,,,,True
546,546,unknown,23018,18,2,0,,35315,26945,0,720,793,73,urban,17.291,,,,,,True
547,547,unknown,40028,28,1,0,,20789,33551,0,720,824,104,urban,16.201,,,,,,True
548,548,unknown,40028,28,2,0,,33550,20788,0,720,796,76,urban,17.273,,,,,,True
549,549,unknown,20036,36,1,0,,20277,35315,0,720,789,69,,17.54,,,,,,True
550,550,unknown,20036,36,2,0,,31313,25867,0,720,808,88,,17.287,,,,,,True
551,551,unknown,21037,37,1,0,,20001,31574,0,720,781,61,urban,18.78,,,,,,True
552,552,unknown,21037,37,2,0,,31581,27997,0,720,780,60,urban,19.037,,,,,,True
553,553,unknown,28055,55,1,0,,20277,33551,0,720,808,88,,19.716,,,,,,True
554,554,unknown,28055,55,2,0,,33550,25867,0,720,804,84,,19.063,,,,,,True
555,555,unknown,23056,56,1,0,,20277,31574,0,720,803,83,,22.068,,,,,,True
556,556,unknown,23056,56,2,0,,31052,25867,0,720,802,82,,21.135,,,,,,True
557,557,unknown,20058,58,2,0,,32771,31738,0,720,805,85,,25.071,,,,,,True
558,558,unknown,21059,59,1,0,,20001,35341,0,720,793,73,urban,18.289,,,,,,True
559,559,unknown,21059,59,2,0,,31313,27997,0,720,791,71,urban,18.79,,,,,,True
560,560,unknown,14068,68,1,0,,20277,33551,0,720,795,75,,20.409,,,,,,True
561,561,unknown,14068,68,2,0,,33550,25867,0,720,795,75,,20.664,,,,,,True
562,562,unknown,15069,69,1,0,,20001,31738,0,720,776,56,urban,14.471,,,,,,True
563,563,unknown,15069,69,2,0,,38160,27997,0,720,770,50,urban,13.999,,,,,,True
564,564,unknown,31075,75,3,0,,31481,35475,0,720,780,60,urban,17.458,,,,,,True
565,565,unknown,23076,76,1,0,,33599,35335,0,720,794,74,urban,15.827,,,,,,True
566,566,unknown,23076,76,2,0,,35315,33598,0,720,791,71,urban,15.606,,,,,,True
567,567,unknown,33077,77,1,0,,31313,31424,0,720,782,62,urban,15.935,,,,,,True
568,568,unknown,33077,77,2,0,,35377,35335,0,720,789,69,urban,15.376,,,,,,True
569,569,unknown,17078,78,1,0,,33599,35335,0,720,785,65,urban,20.953,,,,,,True
570,570,unknown,17078,78,2,0,,35315,33598,0,720,791,71,urban,20.373,,,,,,True
571,571,unknown,37085,85,1,0,,32298,32771,0,720,777,57,,23.868,,,,,,True
572,572,unknown,37085,85,2,0,,32771,31314,0,720,790,70,,23.699,,,,,,True
573,573,unknown,16115,115,1,0,,33550,25867,0,720,810,90,,17.741,,,,,,True
574,574,unknown,16115,115,2,0,,20277,33551,0,720,807,87,,17.818,,,,,,True
575,575,unknown,10137,137,1,0,,13907,14464,0,720,798,78,,9.406,,,,,,True
576,576,unknown,10137,137,2,0,,14464,15657,0,720,807,87,,9.929,,,,,,True
577,577,unknown,10138,138,1,0,,31344,39943,0,720,794,74,urban,23.767,,,,,,True
578,578,unknown,10138,138,2,0,,31685,31574,0,720,797,77,urban,25.049,,,,,,True
579,579,unknown,13139,139,1,0,,38160,39943,0,720,805,85,urban,26.142,,,,,,True
580,580,unknown,13139,139,2,0,,31685,31738,0,720,835,115,urban,26.47,,,,,,True
581,581,unknown,11168,168,1,0,,22935,33551,0,720,790,70,urban,16.738,,,,,,True
582,582,unknown,11168,168,2,0,,33550,25354,0,720,795,75,urban,15.975,,,,,,True
583,583,unknown,15174,174,1,0,,33567,35105,0,720,831,111,,45.263,,,,,,True
584,584,unknown,11179,179,1,0,,35629,33598,0,720,790,70,,23.581,,,,,,True
585,585,unknown,11179,179,2,0,,33599,38586,0,720,787,67,,23.289,,,,,,True
586,586,unknown,19205,205,1,0,,31574,26807,0,720,791,71,,21.244,,,,,,True
587,587,unknown,19205,205,2,0,,26806,31574,0,720,792,72,,20.788,,,,,,True
588,588,unknown,10236,236,1,0,,25358,35335,0,720,790,70,urban,16.679,,,,,,True
589,589,unknown,10236,236,2,0,,31313,26956,0,720,785,65,urban,16.302,,,,,,True
590,590,unknown,14256,256,1,0,,35475,25937,0,720,778,58,urban,16.116,,,,,,True
591,591,unknown,14256,256,2,0,,20001,36639,0,720,770,50,urban,16.346,,,,,,True
592,592,unknown,10277,277,1,0,,35628,2000,0,720,825,105,,60.063,,,,,,True
593,593,unknown,10277,277,2,0,,2007,30883,0,720,820,100,,60.455,,,,,,True
594,594,unknown,19279,279,1,0,,35629,36583,0,720,795,75,,23.87,,,,,,True
595,595,unknown,19279,279,2,0,,36583,38586,0,720,784,64,,23.212,,,,,,True
596,596,unknown,11280,280,1,0,,35552,20164,0,720,793,73,,23.308,,,,,,True
597,597,unknown,12281,281,1,0,,35628,60817,0,720,790,70,,36.492,,,,,,True
598,598,unknown,12281,281,2,0,,61417,30883,0,720,795,75,,40.244,,,,,,True
599,599,unknown,16285,285,1,0,,35628,13116,0,720,820,100,,68.169,,,,,,True
600,600,unknown,14444,444,1,0,,37015,35275,0,720,800,80,,39.549,,,,,,True
601,601,unknown,14444,444,2,0,,37528,37015,0,720,814,94,,40.627,,,,,,True
602,602,unknown,47006,6,1,0,,35629,33559,0,750,783,33,,7.56,,,,,,True
603,603,unknown,70001,1,1,0,,31313,33551,0,780,837,57,urban,15.21,,,,,,True
604,604,unknown,70001,1,2,0,,33550,35315,0,780,837,57,urban,14.884,,,,,,True
605,605,unknown,58002,2,3,0,,31738,31738,0,780,820,40,urban,10.415,,,,,,True
